Quote_ID,Original_Quote_Date,Field_info1,Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3,Sales_info1,Sales_info2,Sales_info3,Sales_info4,Sales_info5,Personal_info1,Personal_info2,Personal_info3,Personal_info4,Personal_info5,Property_info1,Property_info2,Property_info3,Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5
5172,13/02/2013,B,0.9403,965,N,8,22,E,1,3,14,Q,65866,N,-1,ZA,0,2,N,0,O,1,19,2,4,-1,N,CA
11160,1/01/2015,F,1.0005,548,N,5,22,J,0,5,11,Q,49200,N,6,ZF,0,,Y,0,R,1,5,4,18,-1,N,NJ
21741,26/05/2014,E,0.9392,"1,487",N,11,2,F,0,5,11,P,63224,N,-1,ZJ,0,,N,0,Q,1,16,9,23,-1,N,IL
5041,23/01/2013,B,0.9219,965,N,20,22,J,1,5,23,P,51771,N,-1,ZA,0,2,N,0,O,0,23,2,7,-1,N,CA
15106,3/03/2015,C,0.893,"1,487",Y,4,22,K,1,5,11,P,54007,N,6,ZN,0,,N,0,R,1,4,10,24,-1,N,IL
3753,8/07/2013,J,0.9691,"1,165",N,4,22,F,1,5,1,P,58822,N,14,ZA,0,2,N,0,I,0,3,14,5,-1,N,TX
9344,3/04/2015,K,0.887,"1,113",Y,9,22,F,1,3,11,M,32485,N,6,XH,0,,Y,0,J,1,7,24,14,-1,N,TX
18888,20/01/2014,J,0.8922,"1,113",N,16,22,G,1,5,20,K,64111,N,22,ZA,0,2,N,0,J,0,10,24,11,-1,N,TX
18110,25/03/2015,K,0.887,"1,113",Y,1,22,K,1,5,11,T,1787,N,5,XH,0,,N,0,I,1,2,15,4,-1,N,TX
18274,8/09/2014,J,0.8928,"1,113",N,7,22,A,1,5,11,P,66496,N,5,XR,0,,N,0,I,1,13,14,5,-1,N,TX
3459,12/12/2014,F,1.0005,548,N,14,25,J,1,3,20,V,66267,N,9,ZR,0,,N,0,R,1,21,4,19,-1,N,NJ
21354,15/02/2014,E,0.9472,"1,487",N,7,22,A,1,5,11,R,59238,N,7,ZH,0,,N,0,D,1,12,9,25,-1,N,IL
15834,12/12/2014,J,0.887,"1,113",N,3,22,F,1,5,11,V,56358,N,8,XM,0,,N,0,S,1,2,25,16,-1,N,TX
6424,5/01/2014,E,0.9472,"1,487",N,9,2,G,1,5,20,M,4943,N,-1,ZT,0,,N,0,R,1,8,9,25,-1,N,IL
16275,13/09/2013,B,0.9403,965,N,3,22,E,0,3,21,K,15449,N,4,ZA,0,2,N,0,A,1,2,2,4,-1,N,CA
8760,17/02/2014,B,0.9403,935,N,7,22,E,1,4,11,K,2289,N,5,ZA,0,2,N,0,O,1,15,2,8,-1,N,CA
11521,8/07/2014,J,0.8928,"1,113",N,10,22,G,0,5,11,P,17358,N,5,ZA,0,2,N,0,J,0,7,24,14,-1,N,TX
19612,5/02/2014,F,0.9685,548,N,14,22,J,1,3,20,T,7834,N,6,ZN,0,,N,0,R,1,12,4,16,-1,N,NJ
3567,28/11/2014,B,0.9153,935,N,1,2,D,1,5,11,V,62979,N,1,ZA,0,2,N,0,D,0,1,2,10,-1,N,CA
292,17/04/2014,F,1.0006,548,N,5,22,E,1,2,20,Q,7701,N,1,XM,0,,N,0,R,1,2,4,20,-1,N,NJ
4275,18/09/2014,B,0.9153,935,N,-1,22,E,1,3,20,Q,34922,N,-1,ZA,0,2,N,0,O,0,17,2,4,-1,N,CA
17250,25/03/2015,C,0.893,"1,487",Y,7,22,F,1,5,11,T,50648,N,6,XR,0,,N,0,R,1,8,9,25,-1,N,IL
24831,2/02/2015,B,0.9153,935,N,12,22,D,1,4,11,M,44,N,7,ZA,0,2,Y,0,O,1,24,2,4,-1,N,CA
1256,18/11/2014,B,0.9153,935,N,4,22,D,0,5,11,P,15566,N,4,ZA,0,2,N,0,D,0,17,2,10,-1,N,CA
21501,23/04/2014,B,0.9153,935,N,4,22,D,0,5,11,T,38494,N,-1,ZA,0,2,N,0,O,0,2,2,13,25,N,CA
13247,2/11/2013,J,0.9258,"1,165",N,8,22,G,1,4,7,R,53617,N,8,XO,0,,N,0,J,1,8,24,12,-1,N,TX
7736,13/05/2013,E,0.9525,"1,480",N,3,25,K,1,4,1,K,66608,N,6,XC,0,,N,0,R,1,4,9,24,-1,N,IL
6382,14/12/2013,F,0.9838,564,N,7,22,K,0,5,20,R,33602,N,5,ZN,0,,N,0,R,1,22,4,19,-1,N,NJ
9123,29/04/2014,B,0.9153,935,N,3,22,E,1,4,11,P,24101,N,5,ZA,0,2,N,0,O,1,3,2,10,-1,N,CA
8611,19/05/2014,J,0.8928,"1,113",N,16,22,A,1,4,11,K,29506,N,-1,XO,0,,N,0,S,1,15,20,4,-1,N,TX
3059,2/01/2013,F,0.9223,564,N,4,22,E,1,3,14,T,7015,N,5,ZG,0,,N,0,R,1,7,4,16,-1,N,NJ
9788,19/04/2015,K,0.887,"1,113",Y,12,22,F,1,5,11,M,17948,N,13,XR,0,,N,0,Q,1,11,14,6,-1,N,TX
14073,9/02/2014,E,0.9472,"1,487",N,3,22,K,0,5,11,M,46191,N,1,ZA,0,2,N,0,K,0,1,11,25,-1,N,IL
24876,17/09/2013,F,0.9919,564,N,10,22,J,1,5,20,P,59058,N,16,XQ,0,,N,0,R,0,9,4,21,-1,N,NJ
1858,12/07/2014,F,1.0006,548,N,18,22,E,1,5,11,R,52434,N,6,YI,0,,N,0,R,1,21,4,18,-1,N,NJ
18224,17/05/2013,F,0.9313,564,N,3,22,E,1,3,15,K,64197,N,6,XR,0,,N,0,R,1,3,4,16,-1,N,NJ
19071,15/01/2015,B,0.9153,935,N,3,22,E,1,4,11,Q,51923,N,-1,ZA,0,2,N,0,O,1,16,2,4,-1,N,CA
20238,2/05/2013,F,0.9313,564,N,6,22,E,0,5,1,Q,53665,N,6,ZF,0,,N,0,R,1,9,4,18,-1,N,NJ
8368,11/08/2013,F,0.9919,564,N,3,22,E,0,5,21,M,42319,N,21,XR,0,,N,0,R,1,11,4,19,-1,N,NJ
3497,29/01/2014,J,0.8922,"1,113",N,25,22,G,0,5,20,T,17185,N,-1,ZA,0,2,N,0,S,0,21,24,15,-1,Y,TX
10571,18/02/2015,K,0.887,"1,113",Y,4,22,F,0,5,11,T,65600,N,6,ZA,0,2,N,0,S,0,10,14,7,-1,N,TX
3379,26/06/2013,B,0.9403,965,N,4,22,D,0,5,17,T,3040,N,8,ZA,0,2,N,0,O,0,11,2,4,-1,N,CA
23001,24/07/2013,B,0.9403,965,N,9,22,E,1,4,1,T,21934,N,1,ZA,0,2,N,0,O,1,18,2,7,-1,N,CA
21282,18/07/2014,F,1.0006,548,N,8,22,E,0,5,11,M,4852,N,1,XW,0,,N,0,N,0,11,4,19,-1,N,NJ
5021,5/05/2015,C,0.8746,"1,487",Y,2,22,K,1,5,11,P,11194,N,10,YE,0,,N,0,R,1,7,9,23,-1,N,IL
1541,17/06/2014,E,0.9392,"1,487",N,1,22,K,1,5,11,T,21545,N,5,ZN,0,,N,0,R,1,1,9,25,-1,N,IL
1957,9/03/2015,K,0.887,"1,113",Y,3,22,H,1,2,3,K,8353,N,5,YH,0,,N,0,J,1,2,3,7,-1,N,TX
5389,10/02/2014,F,0.9685,548,N,20,25,G,0,3,20,K,64156,N,5,XH,0,2,N,0,R,1,22,4,17,-1,N,NJ
819,10/09/2013,B,0.9403,965,N,6,22,E,1,3,21,Q,10120,N,-1,ZA,0,2,N,0,O,1,21,2,15,-1,N,CA
24551,26/02/2014,E,0.9472,"1,487",N,2,2,K,1,5,11,T,65586,N,5,ZT,0,,N,0,R,1,2,10,24,-1,N,IL
20605,14/06/2014,E,0.9392,"1,487",N,12,25,A,1,5,11,R,61763,N,-1,XR,0,2,Y,0,R,1,17,10,25,-1,N,IL
25428,26/03/2013,F,0.8945,564,N,10,22,E,0,4,23,P,66191,N,21,YH,0,,N,0,R,1,17,4,21,-1,N,NJ
2289,5/03/2014,F,0.9566,548,N,4,22,E,1,3,20,K,9139,N,7,XR,0,,N,0,K,0,13,4,21,-1,N,NJ
14408,22/04/2013,B,0.9403,965,N,12,22,D,0,5,23,Q,19527,N,-1,ZA,0,2,N,0,K,1,19,2,4,-1,N,CA
22943,1/04/2013,F,0.9313,564,N,7,25,E,0,5,23,K,61238,N,8,XJ,0,1,N,0,R,0,20,4,22,-1,N,NJ
15600,25/03/2014,B,0.9153,935,N,11,25,J,1,4,11,P,23944,N,-1,ZA,0,2,Y,0,O,1,19,2,4,-1,N,CA
4671,2/03/2013,B,0.9403,965,N,10,25,E,1,3,14,R,47915,N,4,ZA,0,2,Y,0,O,0,22,2,10,-1,N,CA
25887,3/05/2014,E,0.9392,"1,487",N,13,22,F,1,5,11,R,53408,N,5,ZA,0,2,N,0,O,0,23,9,25,-1,N,IL
591,5/04/2014,J,0.8922,"1,113",N,14,2,F,0,4,22,M,9551,N,6,XM,0,,N,0,J,1,13,19,4,-1,N,TX
15240,3/07/2013,B,0.9403,965,N,4,25,D,0,5,1,T,51650,N,7,ZA,0,2,N,0,D,1,8,2,12,-1,N,CA
517,20/03/2015,F,1.0101,548,N,8,22,E,0,3,20,T,51156,N,6,XJ,0,,N,0,J,1,14,4,18,-1,N,NJ
716,17/03/2013,B,0.9403,965,N,6,22,D,1,5,23,M,39873,N,21,ZA,0,2,N,0,O,0,5,2,9,-1,N,CA
25459,11/01/2014,J,0.8922,"1,113",N,15,22,G,1,5,7,R,43806,N,8,ZA,0,2,N,0,Q,0,12,25,16,-1,N,TX
12094,2/10/2013,F,0.9919,564,N,5,22,E,1,3,20,T,18846,N,11,XB,0,,N,0,R,1,13,4,19,-1,N,NJ
20113,18/02/2015,F,0.9893,548,N,12,22,E,1,3,20,T,19046,N,7,ZJ,0,,Y,0,R,1,23,4,22,-1,N,NJ
23682,3/02/2015,B,0.9153,935,N,11,22,D,1,5,11,P,45807,N,5,ZA,0,2,N,0,O,1,19,2,4,-1,N,CA
14344,18/01/2014,B,0.9403,935,N,10,22,D,0,5,20,R,9482,N,6,ZA,0,2,N,0,O,1,13,2,4,-1,N,CA
4740,14/02/2015,C,0.9108,"1,487",Y,8,22,F,1,5,11,R,20859,N,-1,ZA,0,2,N,0,R,0,1,9,23,-1,N,IL
20150,16/08/2013,J,0.9691,"1,165",N,8,22,G,0,3,21,V,44497,N,5,ZN,0,,N,0,I,1,11,18,4,-1,N,TX
12486,17/12/2013,B,0.9403,965,N,4,22,E,1,2,20,P,64300,N,6,ZA,0,2,N,0,O,0,15,2,12,-1,N,CA
5431,12/09/2014,F,1.0006,548,N,24,25,E,1,2,20,V,17229,N,5,XD,0,,N,0,O,1,24,4,17,-1,N,NJ
4276,15/03/2013,B,0.9403,965,N,2,25,E,1,2,14,V,11686,N,5,ZA,0,2,N,0,O,1,1,2,4,25,N,CA
5342,24/07/2014,B,0.9153,935,N,5,25,K,0,4,11,Q,3327,N,8,ZA,0,2,N,0,O,1,20,2,13,-1,N,CA
5758,18/09/2014,J,0.8928,"1,113",N,1,22,K,1,5,11,Q,23964,N,17,ZT,0,,N,0,R,1,1,17,4,-1,N,TX
19370,11/05/2015,C,0.8746,"1,487",Y,3,22,K,1,4,11,V,57345,N,6,XB,0,,N,0,R,1,6,9,23,-1,N,IL
4418,22/04/2014,B,0.9153,935,N,14,25,J,0,3,11,P,13396,N,22,ZA,0,2,N,0,O,1,24,2,4,-1,N,CA
14199,18/10/2013,B,0.9403,965,N,3,2,D,0,5,20,V,29430,N,-1,ZA,0,2,N,0,D,0,15,2,9,-1,N,CA
19769,6/03/2013,J,0.9769,"1,165",N,8,22,G,1,5,23,T,46192,N,16,XR,0,,N,0,Q,1,7,24,15,-1,N,TX
20481,9/06/2014,B,0.9153,935,N,11,22,E,1,3,20,K,29453,N,4,ZA,0,2,N,0,O,1,14,2,4,-1,N,CA
3170,23/05/2013,B,0.9403,965,N,12,22,D,1,5,1,Q,37362,N,5,ZA,0,2,N,0,D,1,19,1,15,25,N,CA
2136,23/02/2015,K,0.887,"1,113",Y,2,22,F,0,5,11,K,19410,N,6,XE,0,,N,0,I,1,4,14,5,-1,N,TX
13722,7/01/2014,F,0.9838,548,N,13,22,E,1,5,20,P,59153,N,6,YE,0,,Y,0,R,1,14,4,16,-1,N,NJ
13146,16/12/2014,B,0.9153,935,N,6,22,E,1,4,11,P,66601,N,5,ZA,0,2,N,0,O,1,13,2,12,-1,N,CA
23543,27/11/2013,B,0.9403,965,N,4,22,E,1,3,20,T,9031,N,4,ZA,0,2,N,0,O,0,18,2,4,-1,N,CA
20375,16/09/2013,B,0.9403,965,N,6,22,D,1,5,4,K,29978,N,21,ZA,0,2,N,0,I,0,21,2,12,-1,N,CA
3841,16/01/2014,E,0.9472,"1,487",N,3,22,K,1,5,7,Q,46058,N,20,ZA,0,2,N,0,N,0,1,9,23,-1,N,IL
17392,26/07/2014,J,0.8928,"1,113",N,10,22,G,1,5,11,R,33010,N,5,ZA,0,2,N,0,J,0,9,14,6,-1,N,TX
20458,15/07/2013,F,0.9919,564,N,12,2,E,0,5,1,K,36081,N,-1,XJ,0,,Y,0,R,1,21,4,19,-1,N,NJ
16496,19/12/2013,B,0.9403,965,N,9,22,D,1,5,7,Q,63588,N,6,ZA,0,2,N,0,O,0,19,2,12,-1,N,CA
7017,30/07/2014,B,0.9153,935,N,7,22,E,1,3,20,T,22305,N,6,ZA,0,2,N,0,O,1,23,2,4,-1,N,CA
78,3/07/2013,F,0.9919,564,N,25,22,E,0,5,17,T,23131,N,23,XS,0,,N,0,J,1,24,4,20,-1,N,NJ
14439,4/06/2013,B,0.9403,965,N,7,25,E,1,4,1,P,62252,N,7,ZA,0,2,N,0,O,0,8,2,8,-1,N,CA
1059,13/05/2015,B,0.9153,935,N,15,22,D,0,5,11,T,10393,N,7,ZA,0,2,N,0,O,0,23,2,11,-1,N,CA
16526,6/07/2013,J,0.9691,"1,165",N,11,22,G,1,5,1,R,55989,N,13,ZA,0,2,N,0,J,0,15,11,14,-1,N,TX
6222,27/05/2014,J,0.8928,"1,113",N,24,22,G,1,5,11,P,41722,N,6,ZA,0,2,N,0,S,0,14,25,16,-1,N,TX
20047,9/04/2013,B,0.9403,965,N,15,2,D,0,5,24,P,11085,N,4,ZA,0,2,N,0,O,1,12,2,11,-1,N,CA
4662,23/06/2014,B,0.9153,935,N,8,22,D,0,5,11,K,41870,N,-1,ZA,0,2,N,0,J,1,20,2,6,-1,N,CA
838,12/03/2015,K,0.887,"1,113",Y,4,22,F,0,5,11,Q,41696,N,16,ZA,0,2,N,0,J,0,4,13,6,-1,N,TX
17192,2/01/2013,B,0.9219,965,N,3,22,E,0,5,23,T,50788,N,-1,ZA,0,2,N,0,O,1,1,2,12,-1,N,CA
17788,13/12/2014,J,0.887,"1,113",N,6,22,A,1,3,20,R,44709,N,-1,XM,0,,N,0,J,1,6,3,5,-1,N,TX
11576,26/03/2015,B,0.9153,935,N,10,22,K,1,4,20,Q,4461,N,6,ZA,0,2,N,0,O,1,23,2,7,-1,N,CA
3297,22/05/2014,J,0.8928,"1,113",N,9,22,G,1,5,11,Q,65072,N,6,ZA,0,2,N,0,J,0,8,14,8,-1,N,TX
1157,31/07/2013,E,0.9487,"1,480",N,23,2,A,1,5,4,T,7944,N,6,ZA,0,2,N,0,J,0,19,9,25,-1,N,IL
2719,3/06/2014,F,1.0006,548,N,14,22,J,1,3,20,P,22412,N,4,ZJ,0,,N,0,R,1,21,4,19,-1,N,NJ
8020,2/05/2013,J,0.9691,"1,165",N,6,22,G,1,5,1,Q,28717,N,8,ZA,0,2,N,0,I,0,6,17,4,-1,N,TX
8137,1/07/2013,B,0.9403,965,N,9,22,D,1,5,1,K,41980,N,16,ZA,0,2,N,0,A,1,23,1,15,-1,N,CA
3805,21/01/2014,B,0.9403,935,N,22,22,E,1,3,20,P,19176,N,4,ZA,0,2,N,0,O,0,21,2,4,-1,N,CA
22575,30/12/2013,J,0.8922,"1,165",N,19,2,A,1,4,7,K,47347,N,17,XX,0,,N,0,J,1,18,19,4,-1,N,TX
19078,20/03/2013,F,0.8945,564,N,7,25,E,1,5,23,Q,32427,N,7,XX,0,,N,0,R,1,20,4,21,-1,N,NJ
7994,30/10/2013,B,0.9403,965,N,10,22,D,1,5,20,T,60897,N,4,ZA,0,2,N,0,O,0,25,2,4,-1,N,CA
8128,7/06/2013,F,0.9919,564,N,1,22,E,1,5,1,V,20850,N,18,XR,0,,N,0,R,1,2,4,17,-1,N,NJ
20718,15/04/2014,J,0.8922,"1,113",N,10,22,F,1,5,11,P,52190,N,22,ZA,0,2,N,0,S,0,18,17,4,-1,N,TX
1494,2/01/2015,B,0.9153,935,N,7,22,D,0,5,20,V,14631,N,7,ZA,0,2,N,0,O,1,23,2,4,-1,N,CA
6804,19/06/2014,J,0.8928,"1,113",N,8,22,A,1,5,11,Q,41966,N,-1,XR,0,,Y,0,I,1,7,14,4,-1,N,TX
9897,19/02/2015,K,0.887,"1,113",Y,12,22,F,1,5,11,Q,35011,N,5,ZE,0,,N,0,S,1,13,21,4,-1,N,TX
24699,2/05/2013,F,0.9313,564,N,10,22,E,1,3,15,T,47919,N,6,XJ,0,,N,0,R,1,12,5,21,-1,N,NJ
16111,9/06/2014,F,1.0006,548,N,17,22,E,1,2,20,K,4472,N,10,XS,0,,N,0,R,1,22,4,22,-1,N,NJ
24309,5/02/2014,E,0.9472,"1,487",N,10,22,F,1,5,7,T,24607,N,-1,YF,0,,N,0,I,1,13,9,24,-1,N,IL
25064,6/12/2014,J,0.887,"1,113",N,9,22,G,1,5,22,R,35573,N,20,ZA,0,2,N,0,J,0,13,14,4,-1,N,TX
8746,22/07/2013,B,0.9403,965,N,10,22,D,1,5,17,K,3003,N,-1,ZA,0,2,N,0,J,0,8,2,9,-1,N,CA
3794,20/01/2014,B,0.9403,935,N,21,22,D,1,5,7,K,35628,N,5,ZA,0,2,N,0,O,1,23,2,4,-1,N,CA
3412,26/01/2013,B,0.9219,965,N,4,22,J,1,4,23,P,55212,N,5,ZA,0,2,N,0,O,1,7,2,13,-1,N,CA
1361,23/07/2014,E,0.9392,"1,487",N,6,22,A,1,4,11,T,27424,N,7,ZF,0,2,N,0,J,1,2,11,23,-1,N,IL
4967,10/06/2013,F,0.9919,564,N,4,22,H,1,5,1,K,50338,N,25,ZH,0,,Y,0,R,1,8,4,19,-1,N,NJ
4725,29/10/2013,F,0.9919,564,N,15,22,E,1,5,7,P,10746,N,-1,XM,0,,N,0,R,1,21,4,20,-1,N,NJ
2709,1/04/2015,K,0.887,"1,113",Y,4,22,K,1,5,11,T,676,N,6,XX,0,,N,0,R,1,3,14,6,-1,N,TX
10387,13/08/2014,B,0.9153,935,N,8,25,E,1,3,20,T,23246,N,4,ZA,0,2,Y,0,O,1,22,2,7,-1,N,CA
14196,3/07/2013,B,0.9403,965,N,6,22,E,1,3,17,K,47429,N,5,ZA,0,2,N,0,D,0,22,2,13,-1,N,CA
24120,17/06/2013,B,0.9403,965,N,10,22,D,1,5,1,K,30963,N,7,ZA,0,2,N,0,O,0,11,2,12,-1,N,CA
24292,1/12/2013,E,0.9472,"1,480",N,6,22,K,1,5,7,M,38689,N,6,XH,0,,N,0,O,1,4,9,23,-1,N,IL
10551,23/04/2015,K,0.887,"1,113",Y,19,22,A,1,5,11,V,59009,N,-1,XX,0,,N,0,Q,1,18,24,11,-1,N,TX
23291,27/01/2015,F,1.0005,548,N,6,25,E,1,5,11,P,62647,N,20,XR,0,,N,0,O,0,10,4,22,-1,N,NJ
12836,23/04/2014,F,1.0006,548,N,5,22,E,1,3,20,Q,216,N,6,ZC,0,,N,0,R,1,18,4,20,-1,N,NJ
3955,29/01/2014,E,0.9472,"1,487",N,20,22,A,0,5,7,T,49299,N,6,ZA,0,2,N,0,Q,0,13,9,23,-1,N,IL
9687,4/02/2015,K,0.887,"1,113",Y,7,22,F,1,5,11,T,5359,N,17,ZK,0,,N,0,S,1,3,24,15,-1,N,TX
3781,9/03/2015,K,0.887,"1,113",Y,6,22,K,0,5,11,K,13709,N,10,XH,0,,N,0,J,1,2,24,13,-1,N,TX
16430,28/02/2014,B,0.9403,935,N,10,2,D,0,5,24,V,44843,N,7,ZA,0,2,N,0,O,0,20,2,7,-1,N,CA
22659,9/01/2014,B,0.9403,935,N,22,2,D,0,5,24,K,8418,N,-1,ZA,0,2,Y,0,O,1,25,2,12,-1,N,CA
17410,21/10/2013,F,0.9919,564,N,11,22,E,1,3,20,P,25141,N,6,XR,0,,N,0,R,1,22,4,18,-1,N,NJ
22494,8/10/2014,E,0.9108,"1,487",N,6,22,K,1,5,11,Q,39564,N,9,XW,0,,N,0,R,1,11,9,25,-1,N,IL
5633,4/06/2013,B,0.9403,965,N,12,22,D,1,2,17,P,6270,N,4,ZA,0,2,N,0,O,1,18,2,4,-1,Y,CA
14652,31/01/2014,J,0.8922,"1,113",N,1,22,G,1,2,3,V,31957,N,-1,ZF,0,,N,0,D,1,3,15,4,-1,N,TX
24288,22/04/2013,J,0.9769,"1,165",N,8,22,G,1,5,23,K,20161,N,-1,ZA,0,2,N,0,S,0,3,14,7,-1,N,TX
22514,18/08/2013,F,0.9919,564,N,5,22,G,1,3,16,M,53487,N,6,XQ,0,,N,0,R,1,8,4,17,-1,N,NJ
11707,8/03/2014,E,0.9392,"1,487",N,1,22,K,1,3,20,T,54765,N,7,XX,0,,N,0,R,1,4,9,25,-1,N,IL
1257,20/03/2015,B,0.9153,935,N,12,22,D,1,5,11,V,52318,N,-1,ZA,0,2,N,0,O,1,17,2,4,-1,N,CA
12809,9/09/2013,F,0.9919,564,N,9,22,E,1,3,21,K,35213,N,-1,XH,0,,N,0,R,1,14,4,17,-1,N,NJ
15396,3/01/2014,B,0.9403,935,N,13,22,E,1,3,20,V,58092,N,2,ZA,0,2,N,0,O,0,24,1,15,-1,N,CA
15824,16/09/2013,E,0.9489,"1,480",N,12,22,F,1,5,4,K,1228,N,-1,ZA,0,2,N,0,R,0,12,11,24,-1,N,IL
20676,5/05/2013,E,0.9525,"1,480",N,6,22,A,0,4,1,M,7650,N,7,XO,0,2,N,0,R,1,8,11,25,-1,N,IL
23336,4/05/2015,F,1.0101,548,N,13,25,K,1,3,20,K,21159,N,19,XI,0,,N,0,N,1,23,4,21,-1,N,NJ
5981,16/07/2013,B,0.9403,965,N,13,22,E,1,3,17,P,26769,N,1,ZA,0,2,N,0,A,0,21,2,4,-1,N,CA
15976,10/04/2013,J,0.9769,"1,165",N,6,22,F,1,5,23,T,1574,N,19,ZA,0,2,N,0,N,0,7,24,16,-1,N,TX
14993,7/03/2014,J,0.8922,"1,113",N,11,22,G,1,5,11,V,64418,N,7,ZA,0,2,N,0,I,0,16,25,16,-1,N,TX
20433,5/01/2014,E,0.9472,"1,487",N,10,22,F,0,5,20,M,16784,N,-1,XM,0,,N,0,N,1,10,9,23,-1,N,IL
22068,3/02/2015,F,0.9893,548,N,7,22,E,1,5,11,P,28494,N,21,YE,0,,Y,0,R,1,12,4,19,-1,N,NJ
25332,2/04/2013,B,0.9403,965,N,12,22,D,1,5,23,P,20819,N,-1,ZA,0,2,N,0,O,1,7,2,5,-1,N,CA
19707,22/05/2013,B,0.9403,965,N,16,25,D,1,5,15,T,8130,N,-1,ZA,0,2,N,0,O,1,20,2,11,-1,N,CA
19317,9/02/2015,B,0.9153,935,N,5,22,D,1,5,11,K,25519,N,4,ZA,0,2,N,0,O,1,19,2,7,-1,N,CA
23670,2/07/2014,J,0.8928,"1,113",N,10,22,F,0,5,22,T,31198,N,5,ZA,0,2,N,0,S,0,7,15,4,-1,N,TX
18703,16/06/2014,J,0.8928,"1,113",N,7,22,G,1,5,11,K,25108,N,6,ZA,0,2,N,0,S,0,9,14,5,-1,N,TX
7488,27/04/2013,E,0.9525,"1,480",N,19,22,A,1,5,23,R,5725,N,18,ZR,0,,N,0,R,1,16,9,25,-1,N,IL
9661,28/05/2014,J,0.8928,"1,113",N,5,22,F,1,5,11,K,31626,N,24,ZA,0,2,N,0,J,0,5,14,7,-1,N,TX
10185,7/11/2014,F,1.0006,548,N,5,22,E,1,3,20,T,57077,N,6,YH,0,,N,0,R,0,10,4,21,-1,N,NJ
13694,10/07/2013,F,0.9919,564,N,7,22,E,0,5,1,T,34621,N,-1,ZH,0,,N,0,N,1,11,4,18,-1,N,NJ
398,9/12/2014,J,0.887,"1,113",N,1,22,K,1,5,11,P,9882,N,5,YH,0,,N,0,S,1,3,18,4,-1,N,TX
22247,17/08/2014,E,0.9364,"1,487",N,9,22,F,1,5,11,M,5616,N,7,ZA,0,2,N,0,Q,0,17,9,23,-1,N,IL
1417,1/08/2013,B,0.9403,965,N,9,22,D,0,5,21,Q,16964,N,-1,ZA,0,2,N,0,O,1,22,2,13,-1,N,CA
17705,4/06/2013,B,0.9403,965,N,7,22,E,1,4,1,P,47468,N,2,ZA,0,2,N,0,O,1,18,2,12,-1,N,CA
14304,6/05/2014,F,1.0006,548,N,25,22,C,1,2,20,P,45959,N,11,XH,0,,Y,0,R,1,20,4,18,-1,N,NJ
12625,24/01/2015,C,0.9108,"1,487",Y,3,25,K,1,4,22,V,23860,N,1,ZW,0,,N,0,R,0,1,11,23,-1,N,IL
7041,30/04/2013,B,0.9403,965,N,4,22,D,1,5,1,P,14815,N,3,ZA,0,2,N,0,O,0,16,2,8,-1,N,CA
25773,25/03/2015,K,0.887,"1,113",Y,8,22,F,1,5,11,T,43762,N,8,XR,0,,N,0,S,1,8,24,15,-1,N,TX
18866,26/02/2013,J,0.9559,"1,165",N,6,22,G,1,4,22,P,46449,N,8,XX,0,,N,0,J,1,5,14,9,-1,N,TX
19232,2/12/2013,J,0.8922,"1,165",N,1,22,F,1,3,20,K,15458,N,7,XM,0,,N,0,N,1,4,24,6,-1,N,TX
25071,28/06/2013,B,0.9403,965,N,11,22,D,1,3,17,V,20343,N,5,ZA,0,2,N,0,O,1,22,2,9,-1,N,CA
10700,8/04/2015,C,0.8746,"1,487",Y,20,22,A,1,4,11,P,3722,N,19,XO,0,,N,0,D,1,17,9,23,-1,N,IL
25013,7/04/2014,B,0.9153,935,N,25,22,D,1,5,20,K,28827,N,-1,ZA,0,2,N,0,O,1,25,2,4,-1,N,CA
3345,16/01/2014,E,0.9472,"1,487",N,13,22,F,1,5,7,Q,11644,N,8,ZA,0,2,N,0,S,0,9,10,24,-1,N,IL
1991,16/12/2013,F,0.9838,564,N,17,22,E,1,5,20,K,25078,N,19,ZT,0,,N,0,R,1,24,4,22,-1,N,NJ
22523,21/12/2013,E,0.9472,"1,480",N,3,22,K,1,3,20,R,59802,N,5,XR,0,2,N,0,R,1,3,9,25,-1,N,IL
4033,2/08/2013,B,0.9403,965,N,5,22,J,0,4,4,V,4674,N,-1,ZA,0,2,N,0,O,0,10,2,4,-1,N,CA
15338,17/03/2015,B,0.9153,935,N,8,22,E,1,3,20,P,35520,N,5,ZA,0,2,N,0,O,0,24,2,8,-1,N,CA
23017,19/06/2014,F,1.0006,548,N,5,22,E,0,5,20,Q,31491,N,-1,XO,0,,N,0,N,1,3,4,18,-1,N,NJ
24454,11/04/2013,B,0.9403,965,N,5,22,D,0,5,23,Q,34023,N,-1,ZA,0,2,Y,0,D,0,9,2,4,-1,N,CA
6765,13/11/2013,J,0.9258,"1,165",N,6,22,G,0,5,7,T,34133,N,24,ZN,0,,N,0,R,1,8,25,16,-1,N,TX
7426,25/06/2014,F,1.0006,548,N,5,22,E,1,3,20,Q,2013,N,-1,XR,0,,N,0,R,1,3,4,18,-1,N,NJ
21216,12/09/2013,F,0.9919,564,N,16,22,E,0,5,21,Q,57060,N,7,XR,0,,N,0,R,1,24,4,20,-1,N,NJ
